hyponym,hypo-definition,hypernym
lost,spiritually or physically doomed or destroyed,destroyed
lost,spiritually or physically doomed or destroyed,ruined
lovely,appealing to the emotions as well as the eye,pleasant
lovely,appealing to the emotions as well as the eye,pleasing
lovely,appealing to the emotions as well as the eye,attractive
lovely,appealing to the emotions as well as the eye,beautiful
lovely,appealing to the emotions as well as the eye,delightful
lovely,appealing to the emotions as well as the eye,charming
low,less than normal in degree or intensity or amount,minor
low,less than normal in degree or intensity or amount,insufficient
loyal,steadfast in allegiance or duty,devoted
loyal,steadfast in allegiance or duty,faithful
loyal,steadfast in allegiance or duty,reliable
lucky,having or bringing good fortune,fortunate
mad,roused to anger,upset
mad,roused to anger,angry
magic,possessing or using or characteristic of or appropriate to supernatural powers,mystical
magic,possessing or using or characteristic of or appropriate to supernatural powers,supernatural
magical,possessing or using or characteristic of or appropriate to supernatural powers,otherworldly
magical,possessing or using or characteristic of or appropriate to supernatural powers,mystical
magical,possessing or using or characteristic of or appropriate to supernatural powers,supernatural
magnetic,of or relating to or caused by magnetism,physical
magnificent,characterized by grandeur,impressive
magnificent,characterized by grandeur,grand
magnificent,characterized by grandeur,stunning
main,(of a clause) capable of standing syntactically alone as a complete sentence,complete
major,of greater importance or stature or rank,significant
major,of greater importance or stature or rank,prominent
major,of greater importance or stature or rank,important
major,of full legal age,adult
major,of full legal age,mature
major,of full legal age,legal
male,being the sex (of plant or animal) that produces gametes (spermatozoa) that perform the fertilizing function in generation,living
male,being the sex (of plant or animal) that produces gametes (spermatozoa) that perform the fertilizing function in generation,biological
managerial,of or relating to the function or responsibility or activity of management,executive
managerial,of or relating to the function or responsibility or activity of management,organizational
managerial,of or relating to the function or responsibility or activity of management,administrative
mandatory,required by rule,necessary
manual,of or relating to the hands,physical
manufacturing,the act of making something (a product) from raw materials,productive
manufacturing,the act of making something (a product) from raw materials,constructive
manufacturing,the act of making something (a product) from raw materials,industrial
marginal,at or constituting a border or edge,peripheral
marginal,at or constituting a border or edge,adjacent
marine,of or relating to the sea,aquatic
marine,of or relating to the sea,oceanic
marked,having or as if having an identifying mark or a mark as specified; often used in combination,distinct
married,joined in matrimony,united
marvellous,extraordinarily good or great; used especially as intensifiers,great
marvellous,extraordinarily good or great; used especially as intensifiers,good
marvellous,extraordinarily good or great; used especially as intensifiers,excellent
mass,(Roman Catholic Church and Protestant Churches) the celebration of the Eucharist,religious
mass,(Roman Catholic Church and Protestant Churches) the celebration of the Eucharist,liturgical
material,derived from or composed of matter,physical
mathematical,of or pertaining to or of the nature of mathematics,academic
mathematical,of or pertaining to or of the nature of mathematics,scientific
mature,having reached full natural growth or development,developed
mature,having reached full natural growth or development,advanced
mature,fully developed or matured and ready to be eaten or used,developed
mature,fully developed or matured and ready to be eaten or used,ready
maximum,the greatest or most complete or best possible,optimal
maximum,the greatest or most complete or best possible,superior
maximum,the greatest or most complete or best possible,extreme
mean,approximating the statistical norm or average or expected value,normal
mean,approximating the statistical norm or average or expected value,typical
meaningful,having a meaning or purpose,important
meaningful,having a meaning or purpose,significant
meaningful,having a meaning or purpose,purposeful
mechanical,using (or as if using) mechanisms or tools or devices,automated
mechanical,using (or as if using) mechanisms or tools or devices,instrumental
mechanical,using (or as if using) mechanisms or tools or devices,artificial
medical,relating to the study or practice of medicine,scientific
medieval,relating to or belonging to the Middle Ages,historical
medieval,relating to or belonging to the Middle Ages,ancient
medium,around the middle of a scale of evaluation,central
medium,around the middle of a scale of evaluation,moderate
mere,being nothing more than specified,minimal
mere,being nothing more than specified,basic
metropolitan,relating to or characteristic of a metropolis,urban
mid,used in combination to denote the middle,central
mid,used in combination to denote the middle,intermediate
middle-class,occupying a socioeconomic position intermediate between those of the lower classes and the wealthy,social
middle-class,occupying a socioeconomic position intermediate between those of the lower classes and the wealthy,economic
middle,of a stage in the development of a language or literature between earlier and later stages,intermediate
middle,of a stage in the development of a language or literature between earlier and later stages,transitional
mighty,having or showing great strength or force or intensity,forceful
mighty,having or showing great strength or force or intensity,intense
mighty,having or showing great strength or force or intensity,strong
mild,moderate in type or degree or effect or force; far from extreme,moderate
mild,moderate in type or degree or effect or force; far from extreme,gentle
minimal,the least possible,small
ministerial,of or relating to a minister of religion or the minister's office,ecclesiastical
ministerial,of or relating to a minister of religion or the minister's office,religious
minor,of lesser importance or stature or rank,secondary
minor,of lesser importance or stature or rank,subordinate
minor,of lesser importance or stature or rank,inferior
minute,infinitely or immeasurably small,tiny
minute,infinitely or immeasurably small,small
miserable,very unhappy; full of misery,sad
miserable,very unhappy; full of misery,depressed
miserable,very unhappy; full of misery,unhappy
miserable,very unhappy; full of misery,distressed
misleading,designed to deceive or mislead either deliberately or inadvertently,untruthful
misleading,designed to deceive or mislead either deliberately or inadvertently,dishonest
missing,not able to be found,lost
mixed,consisting of a haphazard assortment of different kinds,diverse
mixed,consisting of a haphazard assortment of different kinds,heterogeneous
mobile,moving or capable of moving readily (especially from place to place),movable
moderate,being within reasonable or average limits; not excessive or extreme,normal
moderate,being within reasonable or average limits; not excessive or extreme,average
moderate,being within reasonable or average limits; not excessive or extreme,reasonable
modern,belonging to the modern era; since the Middle Ages,contemporary
modern,belonging to the modern era; since the Middle Ages,current
modern,belonging to the modern era; since the Middle Ages,recent
modest,marked by simplicity; having a humble opinion of yourself,simple
molecular,relating to or produced by or consisting of molecules,physical
molecular,relating to or produced by or consisting of molecules,chemical
monetary,relating to or involving money,economic
monetary,relating to or involving money,financial
monstrous,hockingly brutal or cruel,brutal
monstrous,hockingly brutal or cruel,cruel
monthly,of or occurring or payable every month,recurring
monthly,of or occurring or payable every month,regular
monthly,of or occurring or payable every month,periodic
moral,concerned with principles of right and wrong or conforming to standards of behavior and character based on those principles,righteous
moral,concerned with principles of right and wrong or conforming to standards of behavior and character based on those principles,ethical
moral,concerned with principles of right and wrong or conforming to standards of behavior and character based on those principles,principled
moving,in motion,active
moving,in motion,dynamic
moving,in motion,kinetic
muggy,hot or warm and humid,warm
muggy,hot or warm and humid,humid
multiple,having or involving or consisting of more than one part or entity or individual,numerous
multiple,having or involving or consisting of more than one part or entity or individual,diverse
municipal,relating or belonging to or characteristic of a municipality,local
municipal,relating or belonging to or characteristic of a municipality,civic
municipal,relating or belonging to or characteristic of a municipality,public
musical,characterized by or capable of producing music,auditory
mutual,concerning each of two or more persons or things; especially given or done in return,joint
mutual,concerning each of two or more persons or things; especially given or done in return,shared
mysterious,of an obscure nature,enigmatic
mysterious,of an obscure nature,obscure
naked,having no clothes on the body,uncovered
naked,having no clothes on the body,exposed
naked,having no clothes on the body,unclothed
narrow,not wide,restricted
narrow,not wide,limited
narrow,lacking tolerance or flexibility or breadth of view,rigid
nasty,offensive or even (of persons) malicious,disagreeable
nasty,offensive or even (of persons) malicious,unpleasant
national,of or relating to or belonging to a nation or country,international
native,characteristic of or existing by virtue of geographic origin,local
native,characteristic of or existing by virtue of geographic origin,regional
native,characteristic of or existing by virtue of geographic origin,geographic
natural,in accordance with nature; relating to or concerning nature,organic
naval,connected with or belonging to or used in a navy,maritime
naval,connected with or belonging to or used in a navy,military
near,not far distant in time or space or degree or circumstances,adjacent
near,not far distant in time or space or degree or circumstances,proximate
nearby,close at hand,close
nearby,close at hand,adjacent
nearby,close at hand,proximate
neat,clean or organized,organized
necessary,absolutely essential,indispensable
necessary,absolutely essential,required
necessary,absolutely essential,vital
necessary,absolutely essential,important
negative,characterized by or displaying negation or denial or opposition or resistance; having no positive features,unfavorable
negative,reckoned in a direction opposite to that regarded as positive,opposite
negative,reckoned in a direction opposite to that regarded as positive,inverse
negative,reckoned in a direction opposite to that regarded as positive,contrary
neighbouring,having a common boundary or edge; abutting; touching,proximate
nervous,of or relating to the nervous system,biological
nervous,of or relating to the nervous system,physiological
nervous,of or relating to the nervous system,bodily
nervous,of or relating to the nervous system,organic
nervous,of or relating to the nervous system,anatomical
nervous,unpredictably excitable,excitable
net,remaining after all deductions,remaining
net,remaining after all deductions,residual
new,not of long duration; having just (or relatively recently) come into being or been made or acquired or discovered,recent
new,(often followed by ‘to’) unfamiliar,unknown
new,(often followed by ‘to’) unfamiliar,unfamiliar
nice,pleasant or pleasing or agreeable in nature or appearance,agreeable
nice,pleasant or pleasing or agreeable in nature or appearance,pleasant
noble,of or belonging to or constituting the hereditary aristocracy especially as derived from feudal times,aristocratic
noble,impressive in size,grand
noble,impressive in size,large
noble,impressive in size,magnificent
noisy,full of or characterized by loud and nonmusical sounds,loud
noisy,full of or characterized by loud and nonmusical sounds,clamorous
normal,conforming with or constituting a norm or standard or level or type or social norm; not abnormal,usual
normal,conforming with or constituting a norm or standard or level or type or social norm; not abnormal,standard
normal,conforming with or constituting a norm or standard or level or type or social norm; not abnormal,typical
normal,conforming with or constituting a norm or standard or level or type or social norm; not abnormal,regular
northern,in or characteristic of a region of the United States north of (approximately) the Mason-Dixon line,american
northern,in or characteristic of a region of the United States north of (approximately) the Mason-Dixon line,regional
notable,widely known and esteemed,eminent
notable,widely known and esteemed,distinguished
notable,widely known and esteemed,prominent
noticeable,capable or worthy of being noticed,evident
noticeable,capable or worthy of being noticed,prominent
noticeable,capable or worthy of being noticed,obvious
noticeable,capable or worthy of being noticed,apparent
nuclear,(weapons) deriving destructive energy from the release of atomic energy,destructive
numerous,amounting to a large indefinite number,abundant
numerous,amounting to a large indefinite number,plentiful
numerous,amounting to a large indefinite number,many
nursing,the work of caring for the sick or injured or infirm,medical
nursing,the work of caring for the sick or injured or infirm,professional
nursing,the work of caring for the sick or injured or infirm,caring
obese,excessively fat,large
obese,excessively fat,overweight
obese,excessively fat,heavy
obese,excessively fat,fat
objective,undistorted by emotion or personal bias; based on observable phenomena,neutral
objective,undistorted by emotion or personal bias; based on observable phenomena,unbiased
objective,undistorted by emotion or personal bias; based on observable phenomena,impartial
obscure,not clearly expressed or understood,unclear
obscure,not clearly expressed or understood,ambiguous
occasional,occurring from time to time,infrequent
occupational,of or relating to the activity or business for which you are trained,professional
offensive,for the purpose of attack rather than defense,hostile
offensive,for the purpose of attack rather than defense,aggressive
offensive,unpleasant or disgusting especially to the senses,disgusting
offensive,unpleasant or disgusting especially to the senses,repulsive
offensive,unpleasant or disgusting especially to the senses,unpleasant
official,having official authority or sanction,sanctioned
official,having official authority or sanction,authorized
official,having official authority or sanction,legitimate
okay,being satisfactory or in satisfactory condition,acceptable
okay,being satisfactory or in satisfactory condition,satisfactory
okay,being satisfactory or in satisfactory condition,suitable
okay,being satisfactory or in satisfactory condition,adequate
old,(used especially of persons) having lived for a relatively long time or attained a specific age,elderly
old,(used especially of persons) having lived for a relatively long time or attained a specific age,mature
old,(used especially of persons) having lived for a relatively long time or attained a specific age,aged
only,being the only one; single and isolated from others,unique
open,affording unobstructed entrance and exit; not shut or closed,available
open,affording unobstructed entrance and exit; not shut or closed,free
open,affording unobstructed entrance and exit; not shut or closed,accessible
open,affording unobstructed entrance and exit; not shut or closed,unblocked
open,open and observable; not secret or hidden,visible
open,open and observable; not secret or hidden,transparent
operational,pertaining to a process or series of actions for achieving a result,practical
operational,pertaining to a process or series of actions for achieving a result,active
opposed,being in opposition or having an opponent,conflicting
opposed,being in opposition or having an opponent,antagonistic
opposed,being in opposition or having an opponent,hostile
optical,of or relating to or involving light or optics,physical
optimistic,expecting the best in this best of all possible worlds,confident
optimistic,expecting the best in this best of all possible worlds,hopeful
optimistic,expecting the best in this best of all possible worlds,positive
optional,possible but not necessary; left to personal choice,voluntary
optional,possible but not necessary; left to personal choice,discretionary
oral,of or relating to or affecting or for use in the mouth,bodily
orange,a river in South Africa that flows generally westward to the Atlantic Ocean,african
organic,relating or belonging to the class of chemical compounds having a carbon basis,chemical
organic,relating or belonging to the class of chemical compounds having a carbon basis,compound
organisational,of or relating to an organization,structural
organisational,of or relating to an organization,functional
organizational,of or relating to an organization,institutional
organizational,of or relating to an organization,structural
original,being or productive of something fresh and unusual; or being as first made or thought of,innovative
original,being or productive of something fresh and unusual; or being as first made or thought of,creative
orthodox,of or pertaining to or characteristic of Judaism,religious
other,"not the same one or ones already mentioned or implied; quantifier, other",distinct
other,"not the same one or ones already mentioned or implied; quantifier, other",separate
other,"not the same one or ones already mentioned or implied; quantifier, other",different
outdoor,"located, suited for, or taking place in the open air",external
outer,being on the outside or further from a center,external
outer,being on the outside or further from a center,peripheral
outside,relating to or being on or near the outer side or limit,peripheral
outstanding,distinguished from others in excellence,exceptional
outstanding,distinguished from others in excellence,excellent
outstanding,distinguished from others in excellence,superior
overall,involving only main features,broad
overall,involving only main features,general
overseas,in a foreign country,international
overseas,in a foreign country,foreign
overwhelming,so strong as to be irresistible,intense
overwhelming,so strong as to be irresistible,strong
overwhelming,so strong as to be irresistible,powerful
paid,marked by the reception of pay,remunerated
paid,marked by the reception of pay,compensated
painful,causing physical or psychological pain,distressing
painful,causing physical or psychological pain,unpleasant
papal,proceeding from or ordered by or subject to a pope or the papacy regarded as the successor of the Apostles,ecclesiastical
papal,proceeding from or ordered by or subject to a pope or the papacy regarded as the successor of the Apostles,religious
paralyzed,affected with paralysis,disabled
paralyzed,affected with paralysis,incapacitated
paralyzed,affected with paralysis,impaired
parental,designating the generation of organisms from which hybrid offspring are produced,generational
parental,designating the generation of organisms from which hybrid offspring are produced,ancestral
parliamentary,relating to or having the nature of a parliament,governmental
parliamentary,relating to or having the nature of a parliament,political
parliamentary,relating to or having the nature of a parliament,legislative
part-time,involving less than the standard or customary time for an activity,limited
part-time,involving less than the standard or customary time for an activity,reduced
partial,constituting or comprising a part or fraction of a possible whole or entirety,incomplete
particular,unique or specific to a person or thing or category,individual
particular,unique or specific to a person or thing or category,distinct
particular,exacting especially about details,scrupulous
particular,exacting especially about details,demanding
particular,exacting especially about details,precise
particular,exacting especially about details,meticulous
passionate,having or expressing strong emotions,intense
passionate,having or expressing strong emotions,emotional
passive,lacking in energy or will,inert
passive,lacking in energy or will,listless
passive,lacking in energy or will,lethargic
passive,lacking in energy or will,sluggish
past,earlier than the present time; no longer current,former
past,earlier than the present time; no longer current,previous
past,earlier than the present time; no longer current,old
patient,enduring trying circumstances with even temper or characterized by such endurance,tolerant
patient,enduring trying circumstances with even temper or characterized by such endurance,resilient
payable,subject to or requiring payment especially as specified,due
peculiar,beyond or deviating from the usual or expected,unusual
peculiar,beyond or deviating from the usual or expected,abnormal
perceived,detected by instinct or inference rather than by recognized perceptual cues,inferred
perfect,being complete of its kind and without defect or blemish,ideal
perfect,being complete of its kind and without defect or blemish,excellent
perfect,being complete of its kind and without defect or blemish,superior
permanent,continuing or enduring without marked change in status or condition or place,constant
permanent,continuing or enduring without marked change in status or condition or place,enduring
permanent,continuing or enduring without marked change in status or condition or place,stable
persistent,retained; not shed,enduring
personal,concerning or affecting a particular person or his or her private life and personality,individual
personal,concerning or affecting a particular person or his or her private life and personality,private
personal,concerning or affecting a particular person or his or her private life and personality,subjective
petty,inferior in rank or status,junior
petty,inferior in rank or status,subordinate
petty,inferior in rank or status,minor
petty,inferior in rank or status,lower
philosophical,of or relating to philosophy or philosophers,intellectual
philosophical,of or relating to philosophy or philosophers,theoretical
philosophical,of or relating to philosophy or philosophers,abstract
philosophical,of or relating to philosophy or philosophers,academic
photographic,relating to photography or obtained by using photography,visual
physical,involving the body as distinguished from the mind or spirit,corporeal
physical,involving the body as distinguished from the mind or spirit,material
pink,of a light shade of red,red
pink,of a light shade of red,colored
plain,not elaborate or elaborated; simple,simple
plain,not elaborate or elaborated; simple,uncomplicated
plain,not elaborate or elaborated; simple,basic
planned,designed or carried out according to a plan,systematic
planned,designed or carried out according to a plan,organized
planned,designed or carried out according to a plan,deliberate
planned,designed or carried out according to a plan,methodical
plausible,"apparently reasonable and credible, and therefore convincing",convincing
plausible,"apparently reasonable and credible, and therefore convincing",believable
plausible,"apparently reasonable and credible, and therefore convincing",reasonable
plausible,"apparently reasonable and credible, and therefore convincing",credible
pleasant,affording pleasure; being in harmony with your taste or likings,enjoyable
pleasant,affording pleasure; being in harmony with your taste or likings,agreeable
pleased,experiencing or manifesting pleasure,joyful
pleased,experiencing or manifesting pleasure,content
polish,of or relating to Poland or its people or culture,slavic
polish,of or relating to Poland or its people or culture,european
polite,"showing regard for others in manners, speech, behavior, etc.",respectful
polite,"showing regard for others in manners, speech, behavior, etc.",considerate
political,involving or characteristic of politics or parties or politicians,public
political,involving or characteristic of politics or parties or politicians,civic
political,involving or characteristic of politics or parties or politicians,social
political,involving or characteristic of politics or parties or politicians,governmental
poor,having little money or few possessions,needy
popular,"regarded with great favor, approval, or affection especially by the general public",favored
portable,easily or conveniently transported,movable
portable,easily or conveniently transported,transportable
positive,characterized by or displaying affirmation or acceptance or certainty etc.,encouraging
positive,characterized by or displaying affirmation or acceptance or certainty etc.,favorable
positive,characterized by or displaying affirmation or acceptance or certainty etc.,constructive
positive,characterized by or displaying affirmation or acceptance or certainty etc.,supportive
positive,characterized by or displaying affirmation or acceptance or certainty etc.,affirmative
possible,capable of happening or existing,conceivable
powerful,having great power or force or potency or effect,effective
powerful,having great power or force or potency or effect,strong
practical,concerned with actual use or practice,functional
practical,concerned with actual use or practice,useful
practical,concerned with actual use or practice,applicable
precious,characterized by feeling or showing fond affection for,affectionate
precious,characterized by feeling or showing fond affection for,fond
precise,sharply exact or accurate or delimited,specific
precise,sharply exact or accurate or delimited,correct
predictable,capable of being foretold,expected
predictable,capable of being foretold,foreseeable
preferred,like better; value more highly,desirable
preferred,like better; value more highly,favorable
preferred,like better; value more highly,valued
pregnant,carrying developing offspring within the body or being about to produce new life,expectant
pregnant,carrying developing offspring within the body or being about to produce new life,fertile
preliminary,denoting an action or event preceding or in preparation for something more important,initial
preliminary,denoting an action or event preceding or in preparation for something more important,introductory
present,temporal sense; intermediate between past and future; now existing or happening or in consideration,existing
present,temporal sense; intermediate between past and future; now existing or happening or in consideration,current
present,temporal sense; intermediate between past and future; now existing or happening or in consideration,contemporary
present,being or existing in a specified place,existing
present,being or existing in a specified place,located
presidential,relating to a president or presidency,governmental
presidential,relating to a president or presidency,executive
pretty,pleasing by delicacy or grace; not imposing,attractive
pretty,pleasing by delicacy or grace; not imposing,delicate
pretty,pleasing by delicacy or grace; not imposing,graceful
pretty,pleasing by delicacy or grace; not imposing,beautiful
pretty,pleasing by delicacy or grace; not imposing,charming
primary,of first rank or importance or value; direct and immediate rather than secondary,major
prime,of or relating to or being an integer that cannot be factored into other integers,whole
primitive,belonging to an early stage of technical development; characterized by simplicity and (often) crudeness,early
primitive,belonging to an early stage of technical development; characterized by simplicity and (often) crudeness,rudimentary
primitive,belonging to an early stage of technical development; characterized by simplicity and (often) crudeness,simple
principal,most important element,key
principal,most important element,major
principal,most important element,important
prior,earlier in time,former
private,confined to particular persons or groups or providing privacy,restricted
private,confined to particular persons or groups or providing privacy,exclusive
privileged,blessed with privileges,advantaged
privileged,blessed with privileges,favored
probable,likely but not certain to be or become true or real,plausible
probable,likely but not certain to be or become true or real,likely
probable,likely but not certain to be or become true or real,possible
productive,producing or capable of producing (especially abundantly),prolific
productive,producing or capable of producing (especially abundantly),efficient
productive,producing or capable of producing (especially abundantly),fruitful
professional,engaged in a profession or engaging in as a profession or means of livelihood,vocational
profitable,yielding material gain or profit,advantageous
profitable,yielding material gain or profit,productive
profitable,yielding material gain or profit,lucrative
profitable,yielding material gain or profit,beneficial
profound,showing intellectual penetration or emotional depth,serious
profound,showing intellectual penetration or emotional depth,intense
profound,showing intellectual penetration or emotional depth,deep
prolonged,relatively long in duration; tediously protracted,long
prominent,having a quality that thrusts itself into attention,noticeable
prominent,having a quality that thrusts itself into attention,conspicuous
prone,having a tendency (to); often used in combination,inclined
prone,having a tendency (to); often used in combination,liable
proper,marked by suitability or rightness or appropriateness,correct
proper,marked by suitability or rightness or appropriateness,appropriate
proper,marked by suitability or rightness or appropriateness,suitable
proportional,properly related in size or degree or other measurable characteristics; usually followed by ‘to’,comparable
prospective,of or concerned with or related to the future,future
protective,intended or adapted to afford protection of some kind,defensive
proud,feeling self-respect or pleasure in something by which you measure your self-worth; or being a reason for pride,content
proud,feeling self-respect or pleasure in something by which you measure your self-worth; or being a reason for pride,pleased
provincial,of or associated with a province,regional
provincial,of or associated with a province,local
provisional,under terms not final or fully worked out or agreed upon,preliminary
provisional,under terms not final or fully worked out or agreed upon,temporary
provisional,under terms not final or fully worked out or agreed upon,interim
psychiatric,relating to or used in or engaged in the practice of psychiatry,clinical
psychiatric,relating to or used in or engaged in the practice of psychiatry,medical
psychological,of or relating to or determined by psychology,mental
public,not private; open to or concerning the people as a whole,open
public,not private; open to or concerning the people as a whole,general
public,not private; open to or concerning the people as a whole,common
pure,free of extraneous elements of any kind,uncontaminated
purple,of a color intermediate between red and blue,colorful
qualified,meeting the proper standards and requirements and training for an office or position or task,skilled
qualified,meeting the proper standards and requirements and training for an office or position or task,competent
qualified,meeting the proper standards and requirements and training for an office or position or task,fit
qualified,meeting the proper standards and requirements and training for an office or position or task,suitable
qualified,meeting the proper standards and requirements and training for an office or position or task,capable
quantitative,expressible as a quantity or relating to or susceptible of measurement,measurable
racial,of or related to genetically distinguished groups of people,ethnic
radical,of or relating to or constituting a linguistic root,linguistic
random,lacking any definite plan or order or purpose; governed by or depending on chance,arbitrary
random,lacking any definite plan or order or purpose; governed by or depending on chance,unpredictable
random,lacking any definite plan or order or purpose; governed by or depending on chance,unplanned
rapid,done or occurring in a brief period of time,swift
rational,consistent with or based on or using reason,logical
rational,consistent with or based on or using reason,reasonable
rational,consistent with or based on or using reason,sensible
raw,not treated with heat to prepare it for eating,untreated
ready,completely prepared or in condition for immediate action or use or progress,equipped
ready,completely prepared or in condition for immediate action or use or progress,prepared
real,being or occurring in fact or actuality; having verified existence; not illusory,true
real,being or reflecting the essential or genuine character of something,true
realistic,aware or expressing awareness of things as they really are,objective
realistic,aware or expressing awareness of things as they really are,practical
rear,located in or toward the back or rear,hind
reasonable,showing reason or sound judgment,prudent
reasonable,showing reason or sound judgment,rational
reasonable,showing reason or sound judgment,judicious
recent,"approximately the last 10,000 years",modern
recent,"approximately the last 10,000 years",contemporary
reckless,marked by defiant disregard for danger or consequences,careless
reckless,marked by defiant disregard for danger or consequences,daring
red,a tributary of the Mississippi River that flows eastward from Texas along the southern boundary of Oklahoma and through Louisiana,southern
red,a tributary of the Mississippi River that flows eastward from Texas along the southern boundary of Oklahoma and through Louisiana,american
reduced,made less in size or amount or degree,smaller
reduced,made less in size or amount or degree,less
redundant,"more than is needed, desired, or required",unnecessary
redundant,"more than is needed, desired, or required",excessive
regional,characteristic of a region,geographic
regional,characteristic of a region,territorial
regional,characteristic of a region,local
regulatory,restricting according to rules or principles,restrictive
related,being connected either logically or causally or by shared characteristics,connected
related,being connected either logically or causally or by shared characteristics,associated
related,being connected either logically or causally or by shared characteristics,linked
related,connected by kinship,connected
related,connected by kinship,linked
relative,estimated by comparison; not absolute or complete,partial
relative,estimated by comparison; not absolute or complete,estimated
relative,estimated by comparison; not absolute or complete,approximate
relevant,having a bearing on or connection with the subject at issue,material
relevant,having a bearing on or connection with the subject at issue,germane
relevant,having a bearing on or connection with the subject at issue,significant
relevant,having a bearing on or connection with the subject at issue,pertinent
relevant,having a bearing on or connection with the subject at issue,applicable
religious,having or showing belief in and reverence for a deity,devout
reluctant,unwillingness to do something contrary to your custom,hesitant
reluctant,unwillingness to do something contrary to your custom,resistant
reluctant,unwillingness to do something contrary to your custom,unwilling
remaining,not used up,unconsumed
remaining,not used up,available
remaining,not used up,unused
remarkable,unusual or striking,exceptional
remote,far apart in relevance or relationship or kinship,separate
renewed,restored to a new condition,refurbished
renewed,restored to a new condition,restored
renewed,restored to a new condition,improved
renewed,restored to a new condition,revived
renewed,restored to a new condition,revitalized
repeated,recurring again and again,frequent
repeated,recurring again and again,recurring
repeated,recurring again and again,persistent
repeated,recurring again and again,regular
representative,standing for something else,symbolic
representative,standing for something else,typical
required,necessary for relief or supply,necessary
required,necessary for relief or supply,essential
resident,living in a particular place,native
resident,living in a particular place,inhabiting
resident,living in a particular place,local
respectable,characterized by socially or conventionally acceptable morals,acceptable
respectable,characterized by socially or conventionally acceptable morals,proper
respectable,characterized by socially or conventionally acceptable morals,moral
respectable,characterized by socially or conventionally acceptable morals,decent
respective,considered individually,distinct
respective,considered individually,separate
respective,considered individually,individual
responsible,worthy of or requiring responsibility or trust; or held accountable,accountable
responsible,worthy of or requiring responsibility or trust; or held accountable,dependable
responsible,worthy of or requiring responsibility or trust; or held accountable,trustworthy
restless,lacking or not affording physical or mental rest,anxious
restricted,subject to restriction or subjected to restriction,limited
restricted,subject to restriction or subjected to restriction,bound
restrictive,serving to restrict,constraining
restrictive,serving to restrict,limiting
retail,the selling of goods to consumers; usually in small quantities and not for resale,commercial
retired,no longer active in your work or profession,former
retired,no longer active in your work or profession,inactive
retired,no longer active in your work or profession,unemployed
revised,improved or brought up to date,modernized
revised,improved or brought up to date,updated
rich,possessing material wealth,prosperous
rich,possessing material wealth,wealthy
rich,possessing material wealth,affluent
right,being or located on or directed toward the side of the body to the east when facing north,directional
rising,advancing or becoming higher or greater in degree or value or status,ascending
rising,advancing or becoming higher or greater in degree or value or status,increasing
rising,advancing or becoming higher or greater in degree or value or status,growing
rival,as a rival in a competition,competitive
rival,as a rival in a competition,opposing
romantic,belonging to or characteristic of Romanticism or the Romantic Movement in the arts,literary
romantic,belonging to or characteristic of Romanticism or the Romantic Movement in the arts,cultural
romantic,belonging to or characteristic of Romanticism or the Romantic Movement in the arts,artistic
rotten,very bad,bad
rotten,very bad,poor
rotten,damaged by decay; hence unsound and useless,spoiled
rotten,damaged by decay; hence unsound and useless,useless
rotten,damaged by decay; hence unsound and useless,unsound
rotten,damaged by decay; hence unsound and useless,defective
rough,having or caused by an irregular surface,uneven
rough,having or caused by an irregular surface,irregular
round,having the shape or form of a circle,curved
rubber,returned for lack of funds,rejected
rude,lacking civility or good manners,disrespectful
rude,lacking civility or good manners,impolite
ruling,exercising power or authority,governing
ruling,exercising power or authority,controlling
ruling,exercising power or authority,authoritative
ruling,exercising power or authority,dominant
running,(of fluids) moving or issuing in a stream,flowing
running,(of fluids) moving or issuing in a stream,moving
sacred,concerned with religion or religious purposes,spiritual
sacred,concerned with religion or religious purposes,religious
sad,experiencing or showing sorrow or unhappiness,miserable
sad,experiencing or showing sorrow or unhappiness,depressed
sad,experiencing or showing sorrow or unhappiness,unhappy
sad,experiencing or showing sorrow or unhappiness,melancholy
safe,free from danger or the risk of harm,sound
safe,free from danger or the risk of harm,protected
satisfactory,giving satisfaction,adequate
satisfactory,giving satisfaction,pleasing
satisfactory,giving satisfaction,good
satisfied,filled with satisfaction,pleased
satisfied,filled with satisfaction,happy
satisfied,filled with satisfaction,content
scared,made afraid,afraid
scared,made afraid,anxious
scared,made afraid,apprehensive
scared,made afraid,fearful
scientific,of or relating to the practice of science,intellectual
scientific,of or relating to the practice of science,methodical
scientific,of or relating to the practice of science,analytical
scientific,of or relating to the practice of science,rational
scientific,of or relating to the practice of science,empirical
scientific,of or relating to the practice of science,systematic
scientific,of or relating to the practice of science,academic
seasonal,occurring at or dependent on a particular season,periodic
seasonal,occurring at or dependent on a particular season,temporal
seasonal,occurring at or dependent on a particular season,cyclical
secondary,being of second rank or importance or value; not direct or immediate,subordinate
secular,of or relating to the doctrine that rejects religion and religious considerations,nonreligious
secure,free from fear or doubt; easy in mind,certain
secure,free from fear or doubt; easy in mind,calm
secure,free from fear or doubt; easy in mind,confident
select,of superior grade,excellent
select,of superior grade,superior
selected,chosen in preference to another,preferred
selected,chosen in preference to another,chosen
selective,tending to select; characterized by careful choice,judicious
selective,tending to select; characterized by careful choice,particular
selective,tending to select; characterized by careful choice,discerning
semantic,of or relating to meaning or the study of meaning,linguistic
semantic,of or relating to meaning or the study of meaning,cognitive
